id,name,space,neighborhood_overview,host_id,host_name,host_since,host_response_time,host_response_time_minutes_to_response,host_response_rate,host_neighbourhood,host_listings_count,neighbourhood,city,state,zipcode,market,country,property_type,room_type,accommodates,square_feet,price_night,cleaning_fee,availability_365,occupancy_rate,number_of_reviews,review_scores_value,calculated_host_listings_count,reviews_per_month,year_revenue,airbnb_commission,year_profit,greater_than_average
57187,"Zilker Park, Fun, Funky, Colorful, Peaceful Haven","WE WANT YOU TO BE HAPPY WITH WHAT YOU ARE GETTING SO PLEASE VERIFY THAT YOU HAVE READ THE FULL DESCRIPTION BELOW BEFORE YOU REQUEST TO BOOK. IMPORTANT SPECIAL NOTES: WEEKENDS: If a Saturday or Friday is already booked, you can book the other weekend night. Please don't instant book. Confirm with me availability. Thank you. THE SPACE (A BUILDING BEHIND MY HOUSE) *Home is a favorite on the Weird homes Austin annual tour. *Approximately 300 sf *Two full size futons on the floor, one in the loft, and big fluffy bean bags. Small bathroom with a very tiny shower (won’t be able to bend over in it). Shave you legs before you arrive :) *Peaceful Haven is a quiet spiritual space. Please respect the spiritual nature of the space and the neighbors. * Seeking clean quiet guests. This is not a party space but rather a very cool crash pad. * Holds six but not very comfortable after four. * Three female cats---Boowee, Pooh, Bonnie (in your space or out---up to you). We clean well and people with","The neighborhood is filled with homes from as early 1900's to modern remodels. All the homes on my street started as 1960's Ranch style. Today you never know what you will find next door or a block away. Regardless, we are truly a neighborhood that has real neighbors who know each other and walk, bike, drive the hood.",272156,Lois,10/27/10,within an hour,51,100%,Zilker,2,Zilker,Austin,TX,78704,Austin,United States,Guesthouse,Entire home/apt,6,265,$99.00,$29.00,257,154.2,511,10,2,5.38,,,,0
57272,12th&Guadalupe 1bd 1bath Downtown,"Small downtown Austin condo. Full size bed and also full size futon. Very cute. Close to everything downtown, including University of Texas area, the Capitol, 6th street clubs and warehouse/restaurant district . Great place to stay for a quick weekend or long term. Bus stop right outside of condo. No tv. Nice clean laundry area and snack machines in basement of building. Very safe secure building with keyless entry access. Clean cute space with retro kitchen. Starbucks two blocks away.",,272500,Dk,10/27/10,N/A,N/A,N/A,Downtown,1,Downtown,Austin,TX,78701,Austin,United States,Apartment,Entire home/apt,2,N/A,$100.00,,194,116.4,13,10,1,0.14,,,,0
62279,Tarrytown bungalow minutes to SXSW!!,"Cute 2 bedroom/1 bath home in Tarrytown - a GREAT location - about a mile to The Capitol, ACL/SXSW, UT, Town Lake, Lake Austin and all that downtown has to offer! Comfortable home for a small family, a couple, or a couple of friends! Has a big backyard with a sand box etc. gardens, outdoor deck and patio with a gas grill. Fully furnished with wifi, a washer and dryer, microwave, TV, stereo, etc. We have a playscape, and toys for kids, and a bottle of wine to greet you!","Tarrytown is ""the"" central neighborhood, nestled between downtown, UT, and the lake, this central location does not get any better. It is quite, safe, and easily accessible to all the city has to offer. There is a library, post office, bank, yoga studio, two blocks away, and famous eateries like Maudies, just down the street.",303006,Paula,11/28/10,N/A,N/A,N/A,Tarrytown,1,Tarrytown,Austin,TX,78703,Austin,United States,House,Entire home/apt,4,N/A,$249.00,$80.00,365,219,0,,1,,,,,0
68130,Hyde Park Flat - Bamboo Floors,"Beautiful flat that comfortably sleeps up to four and is conveniently situated in Austin's centrally located and hip Hyde Park neighborhood and very close to the University of Texas, perfect for UT Football games. Featuring bamboo floors, a full kitchenette (with double burner, micro-wave, dishes, cookware and cooking utensils), colorful furniture and lots of natural light, its the antidote to the impersonal and tired big box hotel experience. We also have recently installed a brand new A/C unit, which is always a nice thing during our hot summers!! The apartment is on the same premise as the owner's home, but separate from the main house. So, they are close by if assistance is needed, but the apartment maintains plenty of privacy. It includes one full bed with a comfortable futon couch that folds out for two additional sleeping spots, and a dining table with place settings for up to four people. It also features one full bathroom with shower, and plenty of clean towels and linens pro",,336916,Drew,1/6/11,N/A,N/A,N/A,Hyde Park,1,Hyde Park,Austin,TX,78751,Austin,United States,Apartment,Entire home/apt,4,N/A,$89.00,$40.00,84,50.4,376,10,1,3.99,,,,0
69303,"Huge Zilker Park Townhome-Colorful, Fun Location",***IMPORTANT: ONE NIGHT STAYS ARE AVAILABLE ON WEEKDAYS ONLY. YOU MUST BOOK A MINIMUM OF 2 NIGHTS ON THE WEEKENDS UNLESS THERE IS ONLY ONE NIGHT AVAILABLE. Monthly and weekly prices available at non special event times. Please ask for pricing. *One of the coolest places in Austin. Feels good. Looks good. Art and color every where. *Exceptional Garden. Best one in the neighborhood. *Quiet two story townhome that is part of a four-plex on a very quiet street. * One comfy King bed upstairs with a full bath. * Half bath downstairs and fold out queen (with memory foam found in downstairs closet) *Fish Tank Toilet *Washer/Dryer *Kitchen set up for gourmet cooking *Patio with grill *Stay for a night or for several months *All photos in space taken by me,"Right next to Barton Springs and Zilker Park. Food Trailers, restaurants, and bike rental is less than a mile away.",272156,Lois,10/27/10,within an hour,29,100%,Zilker,2,Barton Hills,Austin,TX,78704,Austin,United States,Condominium,Entire home/apt,4,N/A,$145.00,$49.00,253,151.8,40,10,2,0.44,,,,0
69352,Enchanting Zilker Cottage~Downtown,"You will never forget your stay in this luxuriously appointed, utterly charming and vintage ""jewel box"" of a house in the Zilker Park neighborhood. The charm of our Zilker Cottage is exceeded only by its perfect location. This is an original vintage (approximately 650 square feet) 1940's Zilker Cottage in the very BEST location within 1/2 mile from DOWNTOWN AUSTIN with a cozy bedroom, bathroom, living room, dining room, huge kitchen, and vine covered front porch. Street parking is available (for free) directly in front of the house about 25 feet from the front door. You can look forward to staying so close to downtown but in a safe, upscale, and cool Zilker residence. Best of both worlds. The layout: The Enchanting Zilker Cottage (pictured above) is located in front and is completely private and all yours to enjoy! It has a covered front porch/seating area and a front yard area (not fenced) exclusively for you. There are 2 other residences on the property towards the south end of",,347068,Particular Properties,1/14/11,within a few hours,238,100%,Zilker,2,Zilker,Austin,TX,78704,Austin,United States,House,Entire home/apt,2,N/A,$89.00,$55.00,2,1.2,390,10,2,4.14,,,,0
69810,"Live Beneath Live Oaks in a Bright, Intimate House","Welcome to the ""Birdhouse"" a beautiful, quiet, light-filled studio located under large Live Oak trees in our backyard. Enjoy the weather with two outdoor areas: a shady limestone patio with comfortable seating and a sunny gravel patio. Inside the open-plan first floor is 350 square feet (32.5 square meters) and includes: A bed nook with a very comfortable natural queen mattress bed outfitted with clean crisp sheeting. A fully stocked kitchenette, with two burner gas cook top, under-counter fridge, convection microwave, and all the cooking supplies needed to make everything from a great cup of coffee in the morning to a cozy dinner. A well appointed bathroom with over-sized shower (supplied with endless hot water thanks to the tank-less water heater), fluffy towels, and hairdryer. A lovely seating area with a cozy window seat. Off street parking, for one car; High speed Wifi; and iPod dock are also provided. We are located approximately 2 miles south of downtown in-between South","Located in the cool Dawson area, about two miles south of downtown, the house is a short walk to coffee shops, a rock-climbing gym, and a variety of eateries. Public transportation is nearby.",82762,Dolina,2/18/10,within an hour,14,100%,Dawson,1,Dawson,Austin,TX,78704,Austin,United States,House,Entire home/apt,2,N/A,$110.00,$50.00,265,159,358,10,1,3.85,,,,0
70258,South 1st Garage Apartment - Ideally Central,"Contemporary apartment extremely well appointed. Kitchen has all brand new Bosch appliances including a speed oven, gas range with exhaust vent-a-hood, full-sized refrigerator and freezer, and Caesar-stone counter tops. Coffee maker and coffee is provided with Austin-based coffee bean brand. The bathroom features a walk-in shower with Speakman fixtures and a large rain shower head and contemporary tile and finishes. There are wood floors throughout with vaulted ceilings above and furnished with brand-new West Elm furniture and brand-new Pottery Barn bedding. The sleeper sofa is the West Elm Henry Deluxe Queen size that is designed without uncomfortable bars or springs, it pulls open easily to reveal a plush-top mattress - so comfortable it feels like a real bed. Interesting lighting sets the mood whether working in the open Desk nook or lounging in bed. Full size washer and dryer are concealed within the built-in closet that also includes a chest-of-drawers and hanging rods.","Our neighborhood is in central Austin off of vibrant South First. We are in a quiet neighborhood between South Congress and South Lamar and less than 2 miles from downtown, Auditorium Shores, Lady Bird Lake and the Lady Bird Lake running and biking trail, and Austin bike share stations. You can take a two mile run through the neighborhood to the decomposed granite running and biking trail around Lady Bird Lake. Our neighborhood is less than 4 miles from the GreenBelt which has trail running, Barton Springs, and Zilker Park.",355348,Jason,1/20/11,within a few hours,113,90%,Galindo,1,,Austin,TX,78704,Austin,United States,Guesthouse,Entire home/apt,3,N/A,$150.00,$60.00,171,102.6,13,10,1,0.98,,,,0
70659,Private Cottage-Near UT/Hyde Park,"Luxury shower, bamboo floors, queen sized bed, desk, WIFI, mini-fridge, microwave, and coffeemaker. Walk to coffee shop, grocery, liquor store and bus lines - all only two blocks away. I love to give tips on where to eat and what to see. I think you will find this a very charming spot to stay in Austin! Not only is the cottage all your own with complete privacy and not attached, but I offer complete autonomy, if you will, for those of you coming in late or leaving early or whatever, I make it so that we don't have to coordinate schedules and anything works that you need. I will work with you on check in and out times according to the cottage's schedule, and have never had a problem. Most people love the ease of the place and how close it is to coffee shops, downtown, the Eastside's hip restaurants/nightlife, and the university. But, they also like that is in a neighborhood that's quiet and peaceful. Plus parking is plentiful on the street with no restrictions (which can be di",,359112,Sara,1/23/11,within an hour,53,90%,Upper Boggy Creek,2,Upper Boggy Creek,Austin,TX,78722,Austin,United States,House,Entire home/apt,2,320,$110.00,$30.00,354,212.4,204,9,2,2.19,,,,0
70812,1 Bedroom Apt; Above the Studio,"This is a for a 1 bedroom- 1 bath apartment above (what used to be) the garage and is now the Studio at SOCO. We are located one block off of Congress. Located in 78704, this is very close to Hotel San Jose and Kimber Modern and Saint Cecilia. We have currently have this configured as two twins but with 30 minutes notice I can change it back to a King Size bed. Kitchen, great Sitting area with couch that opens to a bed and large table with six chairs. Generally used as an office, we have it for guests or special events. South Congress is full of restaurants to walk to including Perla's and Hopdoddy. We are a 4 block walk to Home Slice and Hey Cupcake. You may not need to rent a car. There is a city bus that runs along South Congress and drops you off downtown. There are lots of car2gos in the neighborhood. We have 2 Bikes you can rent/borrow. Gigabit WIFI available for you to use. We have electronic codes that we can set for your arrival if we are not home. South by South",,268988,Stephanie,10/23/10,within an hour,4,100%,South Congress,2,South Congress,Austin,TX,78704,Austin,United States,Guesthouse,Entire home/apt,3,N/A,$150.00,$50.00,65,39,121,10,2,1.31,,,,0
